cluster_id,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,Experience
0,198.91176470588235,185.47058823529412,27.735294117647058,5786.411764705882,130.1764705882353,37.35294117647059,7691.5,76.04794117647059,7.088235294117647,36.029411764705884,10.470588235294118,11.823529411764707
1,279.15384615384613,262.11538461538464,33.5,8377.423076923076,150.76923076923077,37.07192307692308,10615.307692307691,80.09384615384616,11.653846153846153,50.57692307692308,15.807692307692308,15.76923076923077
2,388.44444444444446,370.0,38.55555555555556,13112.666666666666,164.22222222222223,39.84777777777778,16622.555555555555,78.63444444444445,23.555555555555557,82.22222222222223,20.333333333333332,17.555555555555557
3,184.4,176.2,21.2,6926.8,196.7,45.083999999999996,7796.0,88.85499999999999,15.7,38.9,9.7,11.6
